CntryOfRes,Age,Gender,HasKids,EduLvl,WorkStatus,AnnualIncome,Occupation,YrsJobHeld,MosJobHeld,CommunitySz,MaritalStat,NumSons,NumDaughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfLabeled,OthersLabel,DPMean,AIPMean,GPMean,SWLSMean,HDI,hdi_group
United States,45,Male,0,phd,full-time,67500,NA,3,0,NA,Married,0,0,2,3,2,1,1,1,1,4,2,1,2,1,3,2,2,4,2,2,1,2,3,2,2,2,2,2,3,3,3,1,2,2,3,2,3,3,3,3,2,3,5,4,5,5,3,0,0,1.8,2,2.45,4.4,0.92,very high
United States,55,Male,1,phd,full-time,15e4,NA,0,0,Small Town,Married,1,1,3,3,2,2,2,1,1,1,1,2,3,3,3,3,4,3,3,1,1,3,2,2,2,4,3,2,4,4,3,2,2,4,2,4,3,3,3,4,4,3,3,4,3,4,3,1,0,2.4,2.2,3,3.4,0.92,very high
United States,32.5,Male,0,phd,full-time,55e3,NA,4,0,Large Town,Married,0,0,3,3,3,2,2,1,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,1,2,3,2,2,3,1,2,3,4,3,3,3,3,4,4,4,4,4,1,0,2.6,2.6,2.5,4,0.92,very high
United States,45,Male,0,deg,full-time,15e4,NA,10,0,Village,Married,0,0,3,4,4,3,3,2,2,4,3,4,3,3,3,3,3,2,2,4,2,2,4,2,3,1,4,3,3,2,4,2,3,4,2,4,4,2,2,3,4,3,3,4,4,3,2,1,0,3.4,2.8,2.95,3.2,0.92,very high
United States,55,Female,1,dip,part-time,1e4,NA,6,0,Rural/Country,Married,3,0,4,4,4,3,3,2,2,4,5,3,5,4,4,3,5,3,3,2,4,2,4,2,4,2,3,2,4,5,5,4,1,4,2,4,4,4,3,5,5,3,4,3,4,5,3,1,1,3.6,3.4,3.5,3.8,0.92,very high
United States,32.5,Male,0,deg,part-time,15e3,NA,0,3,Village,Single,0,0,4,4,4,4,4,5,5,5,4,5,5,5,1,5,5,5,5,5,4,4,4,3,5,5,4,5,1,5,1,4,5,4,5,5,5,4,4,5,4,5,2,1,2,1,1,1,1,4,4.53,4.15,1.4,0.92,very high
United States,55,Male,1,phd,full-time,87500,NA,0,0,Small Town,Married,0,1,1,2,2,1,1,1,1,4,2,1,2,1,2,1,1,2,2,3,1,2,2,1,2,1,5,2,1,2,3,2,2,3,1,2,3,2,2,2,1,3,5,5,5,4,4,0,0,1.4,1.73,2.1,4.6,0.92,very high
United States,45,Female,1,deg,full-time,45e3,NA,0,0,Village,Married,1,0,2,2,2,2,1,1,3,2,3,2,1,3,2,1,3,2,3,2,3,2,2,1,2,1,1,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,4,3,5,4,5,0,0,1.8,2.2,2.05,4.2,0.92,very high
United States,45,Female,0,deg,full-time,25e4,NA,5,0,Village,Single,0,0,4,4,4,3,3,2,3,2,4,3,3,2,3,2,3,2,3,3,2,4,4,2,3,4,4,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,2,1,1,0,3.6,2.73,3.1,2.2,0.92,very high
United States,32.5,Male,0,ma,full-time,25e4,NA,3,2,Rural/Country,Married,0,0,4,4,3,4,4,1,3,5,2,4,2,3,4,3,4,5,3,4,2,4,4,2,5,1,4,5,3,4,3,4,4,3,1,3,4,4,3,4,3,4,2,2,2,4,2,1,1,3.8,3.27,3.4,2.4,0.92,very high
United States,67.5,Male,1,phd,retired,87500,NA,2,0,Small Town,Married,1,1,4,4,4,2,2,1,2,3,4,4,3,5,3,4,4,1,3,2,4,3,4,3,4,2,3,3,5,3,4,3,3,4,2,3,4,4,4,5,5,4,2,3,3,4,2,1,1,3.2,3.07,3.6,2.8,0.92,very high
United States,55,Female,0,ma,full-time,67500,NA,6,0,Village,Divorced,0,0,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,5,5,5,2,1,5,2,3,3,3,3,1,4,3,3,3,4,4,3,2,3,4,4,4,3,2,1,0,3.2,3.8,3.1,3.4,0.92,very high
United States,32.5,Male,1,phd,full-time,25e4,NA,2,0,Small Town,Married,1,0,3,3,3,3,3,1,1,5,2,2,2,4,3,2,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,3,3,1,2,3,4,2,3,3,3,3,3,3,3,3,1,0,3,2.4,2.6,3,0.92,very high
United States,32.5,Male,0,phd,student,15e3,NA,5,0,Large Town,Single,0,0,3,5,2,3,3,1,1,1,1,5,5,4,5,5,5,1,1,3,1,5,5,1,2,5,5,1,5,1,5,1,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,1,1,3.2,2.93,3.45,1,0.92,very high
United States,28,Male,0,ma,full-time,15e3,NA,2,0,Large Town,Married,0,0,2,3,4,3,3,2,2,5,3,2,1,2,2,2,2,4,3,4,3,3,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,5,5,5,5,4,0,0,3,2.67,2.9,4.8,0.92,very high
United States,23,Male,0,deg,full-time,45e3,NA,0,1,Small Town,Single,0,0,4,4,5,4,4,2,2,2,3,3,3,2,3,2,4,2,3,2,1,1,1,1,3,3,2,1,5,3,4,2,3,2,1,1,3,2,2,3,1,3,4,3,3,4,3,1,1,4.2,2.33,2.3,3.4,0.92,very high
United States,67.5,Female,0,deg,NA,NA,NA,0,0,NA,Married,0,0,3,3,4,2,2,2,3,3,5,3,1,2,4,3,3,3,4,3,4,3,4,2,4,3,3,4,3,5,4,4,4,4,4,5,3,3,2,4,3,3,5,5,4,4,3,1,1,2.8,3.07,3.55,4.2,0.92,very high
United States,28,Male,1,ma,student,15e3,NA,3,6,Small Town,Married,0,1,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,3,4,2,4,3,3,4,2,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,1,1,3.6,3.67,3.5,3,0.92,very high
United States,37.5,Female,1,phd,full-time,87500,NA,5,0,Large Town,Married,1,1,4,3,4,2,2,3,1,1,2,1,1,1,2,1,4,3,2,3,1,1,3,3,1,1,1,2,3,2,3,1,2,4,3,3,3,4,3,4,3,3,4,4,5,5,4,1,0,3,1.8,2.6,4.4,0.92,very high
United States,28,Female,1,deg,full-time,25e3,NA,4,6,Large Town,Single,0,1,1,1,1,1,1,5,5,5,1,3,1,1,4,1,1,5,4,5,1,1,1,1,2,3,2,3,1,3,1,1,5,1,3,5,2,1,1,2,1,2,3,3,3,3,5,1,0,1,2.87,2.05,3.4,0.92,very high
United States,32.5,Male,1,ltuni,full-time,67500,NA,7,0,Village,Married,3,1,3,5,5,4,4,2,4,5,5,5,3,5,3,5,5,4,5,2,3,5,5,3,4,5,5,5,5,4,5,3,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,1,1,4.2,4.07,4.45,5,0.92,very high
United States,32.5,Female,1,dip,full-time,25e3,NA,2,0,Small Town,Married,1,1,3,4,4,3,3,3,3,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,2,3,4,4,3,5,5,5,3,2,5,3,5,5,4,4,5,2,3,3,2,4,1,1,3.4,4.47,4.05,2.8,0.92,very high
United States,28,Female,0,ma,student,35e3,NA,0,8,Small Town,Single,0,0,4,4,4,2,2,3,2,4,2,2,2,5,4,2,4,5,2,5,2,3,4,2,3,4,3,3,5,5,4,2,2,4,4,4,4,4,3,3,5,4,2,3,3,3,2,1,1,3.2,3.13,3.6,2.6,0.92,very high
United States,37.5,Female,0,deg,part-time,25e3,NA,3,3,Village,Single,0,0,5,5,5,5,5,3,3,3,4,5,4,2,4,5,5,4,4,5,3,5,5,4,3,5,5,3,5,5,5,4,5,5,2,3,4,4,4,5,5,5,2,2,2,2,2,1,1,5,3.93,4.3,2,0.92,very high
United States,32.5,Female,1,ltuni,full-time,45e3,NA,2,3,Large Town,Single,0,1,4,4,3,2,2,3,3,5,5,3,2,3,4,3,3,3,5,2,5,3,4,1,3,4,4,4,4,3,4,3,5,4,4,4,4,4,3,3,4,4,4,3,3,4,3,1,1,3,3.47,3.65,3.4,0.92,very high
United States,32.5,Male,0,ma,student,15e3,NA,12,0,Large Town,Single,0,0,3,5,5,5,5,2,4,2,2,5,2,5,5,5,5,4,4,1,5,5,5,3,5,5,2,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4.6,3.73,4.55,1,0.92,very high
United States,67.5,Male,1,deg,part-time,1e4,NA,0,6,Small Town,Married,0,1,5,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,1,5,1,5,1,5,1,4,5,1,1,2,5,1,3,2,3,1,5,1,1,1,1,0,5,2.87,2.65,1.8,0.92,very high
United States,67.5,Male,1,ma,full-time,25e4,NA,12,0,Large Town,Married,1,3,4,3,3,2,2,2,2,5,4,2,3,5,3,2,2,2,4,2,3,4,3,2,4,4,1,1,3,4,4,3,2,4,4,4,3,4,3,5,4,5,4,5,4,4,4,1,1,2.8,3,3.35,4.2,0.92,very high
United States,23,Female,0,deg,full-time,25e3,NA,0,11,Village,Single,0,0,4,4,4,3,3,1,4,1,5,4,4,5,5,3,5,3,5,3,5,5,5,5,3,4,5,5,3,4,3,5,1,5,1,3,4,5,5,4,4,4,5,5,5,5,5,1,1,3.6,3.87,3.9,5,0.92,very high
United States,23,Female,0,ma,student,55e3,NA,1,0,Village,Single,0,0,4,4,3,1,1,1,1,2,3,3,1,4,3,3,4,5,4,3,3,3,5,3,2,5,4,5,4,3,4,2,4,4,1,2,4,3,4,5,4,3,4,4,5,5,3,1,1,2.6,2.87,3.55,4.2,0.92,very high
United States,25,Male,0,ltuni,student,1e4,NA,0,0,Village,Single,0,0,4,5,5,5,5,5,2,4,2,5,2,5,5,5,5,5,3,5,2,5,5,1,2,4,5,2,5,4,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4.8,4,4.2,1,0.92,very high
United States,32.5,Male,0,phd,full-time,15e4,NA,0,6,Large Town,Married,0,0,4,3,5,5,5,3,3,4,4,5,2,4,4,5,5,3,5,5,5,5,2,4,3,5,3,3,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,5,1,1,4.4,4.13,4.1,4.2,0.92,very high
United States,45,NA,1,deg,full-time,67500,NA,10,0,Small Town,Married,1,0,4,4,4,3,2,4,2,5,3,3,3,2,3,3,3,3,3,4,2,4,5,2,3,2,4,3,4,4,5,3,4,5,3,4,4,2,4,5,2,5,4,4,4,4,4,1,0,3.4,3.13,3.65,4,0.92,very high
United States,55,Female,1,ltuni,retired,15e4,NA,9,0,Medium-Sized,Married,1,1,3,3,2,2,2,1,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,2,4,2,2,3,3,3,4,4,4,4,2,2,3,3,2,4,4,4,2,4,2,3,2,1,1,2.4,3.4,3.15,2.6,0.92,very high
United States,45,Female,0,ma,full-time,55e3,NA,0,0,Small Town,NA,0,0,3,3,3,2,2,2,2,4,3,3,3,3,4,3,3,2,4,3,3,3,3,2,4,4,3,2,2,3,3,2,3,3,3,4,4,3,2,3,3,4,3,3,3,3,3,1,1,2.6,3,3,3,0.92,very high
United States,45,Male,1,ma,full-time,15e4,NA,0,0,Small Town,Separated,1,1,5,4,4,2,2,2,2,5,2,3,5,2,4,2,4,2,3,1,3,5,3,1,1,4,1,1,1,4,3,4,1,3,1,2,4,5,2,5,5,5,3,4,3,4,2,1,1,3.4,3,2.8,3.2,0.92,very high
United States,45,Female,1,deg,unemployed,87500,NA,1,2,Small Town,Married,1,0,5,5,5,5,5,4,1,5,2,5,5,3,3,2,5,3,2,5,1,5,5,3,2,2,5,3,5,4,5,1,2,5,5,5,5,5,5,5,5,5,2,2,2,2,3,1,1,5,3.4,4.1,2.2,0.92,very high
United States,67.5,Male,1,phd,retired,25e4,NA,0,0,Small Town,Married,0,2,4,4,4,4,4,1,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,3,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,2,2,2,2,2,1,1,4,3.47,3.35,2,0.92,very high
United States,32.5,Female,0,deg,unemployed,25e4,NA,0,0,Village,Married,0,0,5,5,5,4,4,4,3,5,5,4,4,5,4,2,4,2,3,4,5,5,5,2,2,3,4,2,4,4,4,5,4,5,1,5,3,5,4,4,4,4,4,4,4,4,3,1,1,4.6,3.93,3.7,3.8,0.92,very high
United States,28,Male,0,ltuni,student,15e3,NA,NA,0,Village,Single,0,0,5,4,4,3,3,2,2,4,5,3,3,3,4,3,4,3,3,4,2,5,4,1,4,5,4,1,5,4,4,4,3,4,4,3,4,4,4,5,5,5,4,4,4,3,3,1,0,3.8,3.33,3.85,3.6,0.92,very high
United States,55,Female,0,ma,full-time,45e3,NA,6,5,Rural/Country,Married,0,0,3,2,3,3,3,1,2,3,4,5,3,2,5,5,5,5,3,3,5,3,4,1,1,5,4,2,5,1,5,4,4,5,3,3,5,1,2,5,5,3,3,3,2,2,2,1,1,2.8,3.6,3.4,2.4,0.92,very high
United States,45,NA,0,phd,full-time,15e4,NA,5,2,Village,Divorced,0,0,2,1,2,1,1,2,1,3,1,2,1,1,3,3,3,2,1,2,1,3,3,1,3,4,1,2,3,2,3,1,2,4,3,3,3,3,2,2,3,4,5,5,5,5,4,0,1,1.4,1.93,2.6,4.8,0.92,very high
United States,55,Male,1,deg,full-time,15e4,NA,0,1,Large Town,Married,1,0,3,3,3,2,2,2,2,5,2,3,3,3,3,3,3,2,2,2,3,4,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,4,4,4,2,3,3,3,2,4,2,1,0,2.6,2.8,2.85,2.8,0.92,very high
United States,28,Female,0,ma,student,25e3,NA,5,0,Small Town,Single,0,0,1,3,1,1,1,3,2,5,5,4,2,5,5,5,5,5,5,5,4,5,5,1,3,5,5,3,5,1,5,5,5,5,4,5,5,3,3,5,5,5,2,3,3,2,1,1,1,1.4,4.33,4.15,2.2,0.92,very high
United States,32.5,Male,0,phd,full-time,35e3,NA,2,0,Village,Single,0,0,4,5,4,3,3,1,1,5,1,3,1,3,4,4,2,3,2,4,1,1,5,3,4,4,2,4,4,4,4,2,3,3,2,4,4,3,3,5,5,5,3,3,3,3,3,1,0,3.8,2.4,3.65,3,0.92,very high
United States,28,Female,0,deg,student,35e3,NA,2,0,Large Town,Single,0,0,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,1,3.4,3.8,3.8,2.2,0.92,very high
United States,37.5,Female,0,ma,full-time,67500,NA,6,1,Rural/Country,Single,0,0,4,4,3,2,3,3,2,5,2,3,4,2,4,3,3,3,2,3,1,3,4,2,3,3,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,0,3.2,2.87,3.5,1.8,0.92,very high
United States,37.5,Male,1,ma,full-time,87500,NA,10,0,Rural/Country,Married,0,2,4,4,1,3,3,2,4,3,4,4,4,4,3,4,2,1,4,2,4,3,2,3,2,2,4,3,3,3,4,4,4,2,2,2,4,4,3,4,3,3,4,4,4,4,2,1,0,3,3.2,3.05,3.6,0.92,very high
United States,55,Female,1,ma,full-time,67500,NA,0,0,Small Town,Married,1,1,5,5,5,5,5,1,5,4,5,4,5,5,3,4,5,3,5,3,5,5,5,3,1,5,3,1,4,5,5,5,4,5,2,2,5,4,4,5,4,5,3,3,4,4,3,1,1,5,4.13,3.85,3.4,0.92,very high
United States,28,Male,1,ma,unemployed,1e4,NA,1,5,Medium-Sized,Married,1,0,4,5,5,5,5,1,4,4,4,5,5,5,5,5,5,3,3,2,4,5,5,4,3,3,3,1,5,4,4,5,4,4,4,5,4,4,5,3,4,4,1,1,1,2,1,1,1,4.8,4,3.9,1.2,0.92,very high
United States,19,Female,0,ltuni,student,NA,NA,0,0,Large Town,Single,0,0,3,4,4,4,4,1,1,3,3,4,4,5,5,4,5,2,3,2,2,3,4,4,4,5,5,5,4,4,5,2,3,4,3,3,4,3,2,4,4,4,2,3,2,4,3,1,1,3.8,3.13,3.8,2.8,0.92,very high
United States,55,Female,0,dip,retired,15e3,NA,6,0,Large Town,Divorced,0,0,5,4,4,3,3,1,1,2,3,3,2,2,2,1,3,3,2,5,2,4,4,2,3,5,3,3,3,4,5,2,2,3,3,4,4,3,1,4,5,2,2,1,1,2,1,1,1,3.8,2.4,3.25,1.4,0.92,very high
United States,28,Female,0,ma,part-time,25e3,NA,3,0,Village,Married,0,0,3,3,2,2,2,1,1,1,3,1,4,3,3,1,3,1,3,1,3,2,3,2,3,1,2,2,1,4,4,2,4,3,1,4,2,3,2,3,3,2,3,4,4,4,5,1,0,2.4,2.07,2.55,4,0.92,very high
United States,24,Female,0,ma,student,25e3,NA,1,0,Large Town,Married,0,0,4,3,3,2,2,2,5,4,5,3,4,5,4,2,5,4,5,5,5,4,4,4,4,4,5,3,5,3,4,5,5,3,5,4,4,5,5,4,4,4,5,4,5,5,5,1,0,2.8,4.13,4.2,4.8,0.92,very high
United States,55,Male,0,phd,full-time,25e4,NA,0,0,Rural/Country,Married,0,0,2,2,3,2,2,1,1,3,3,2,2,2,3,2,2,3,2,4,2,3,3,2,3,3,2,2,2,2,2,2,4,3,2,2,3,2,2,3,3,3,3,4,4,4,3,0,0,2.2,2.33,2.5,3.6,0.92,very high
United States,28,Female,0,deg,full-time,45e3,NA,1,1,Rural/Country,Married,0,0,3,4,4,2,2,1,1,4,1,3,2,1,2,4,3,2,1,3,1,2,3,1,2,2,3,1,3,4,4,2,2,4,1,1,4,5,4,4,3,3,3,5,4,4,4,1,1,3,2.07,2.8,4,0.92,very high
United States,55,Male,0,phd,full-time,15e4,NA,14,9,Village,Married,0,0,3,3,3,3,3,1,1,4,3,2,4,3,4,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,4,4,4,1,1,3,2.6,2.75,3.8,0.92,very high
United States,67.5,Male,0,NA,full-time,NA,NA,5,0,NA,NA,0,0,5,2,4,4,4,2,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,3,2,5,5,4,5,4,5,5,5,5,3,2,4,5,5,5,5,5,3,4,2,2,2,1,1,3.8,4.53,4.3,2.6,0.92,very high
United States,25,Male,0,deg,unemployed,1e4,NA,NA,0,Large Town,Single,0,0,4,5,5,5,5,3,3,5,2,5,1,4,4,3,4,3,4,5,3,4,4,2,5,5,5,5,4,5,5,2,2,5,4,4,1,5,5,4,5,1,3,4,3,3,2,1,1,4.8,3.53,3.9,3,0.92,very high
United States,45,Male,0,phd,part-time,45e3,NA,3,0,Village,Married,0,0,3,3,4,4,5,4,3,1,5,5,4,4,4,3,5,2,4,4,5,4,4,1,1,5,3,4,5,5,5,5,4,5,4,4,3,5,5,4,4,4,3,4,4,5,2,1,1,3.8,3.8,4,3.6,0.92,very high
United States,67.5,Male,1,phd,retired,25e4,NA,3,9,Village,Married,1,1,4,4,3,3,4,1,1,5,1,4,4,4,1,5,5,2,1,2,2,5,4,4,4,5,3,2,4,4,4,1,5,5,2,2,4,4,3,5,5,5,3,4,2,5,2,1,1,3.6,2.87,3.75,3.2,0.92,very high
United States,32.5,Female,0,deg,full-time,55e3,NA,7,7,Village,Married,0,0,4,3,4,5,5,1,3,4,5,5,4,5,5,3,5,4,4,4,5,5,1,3,5,5,5,3,5,4,5,4,5,5,2,5,4,5,5,5,5,5,5,4,5,5,5,1,0,4.2,4.13,4.3,4.8,0.92,very high
United States,32.5,Female,1,ltuni,unemployed,67500,NA,14,0,Large Town,Married,0,1,3,4,5,3,3,2,2,4,4,2,4,4,4,2,4,5,3,4,3,4,4,2,3,4,4,3,3,4,4,4,5,4,5,4,4,5,3,3,4,4,3,3,3,4,4,1,1,3.6,3.4,3.8,3.4,0.92,very high
United States,37.5,Female,0,ltuni,part-time,1e4,NA,0,0,Rural/Country,Single,0,0,5,5,5,5,5,2,3,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,5,4.33,4.7,1,0.92,very high
United States,55,Male,1,ma,full-time,45e3,NA,0,0,Rural/Country,Married,0,2,5,3,3,2,2,1,2,2,4,4,2,4,4,3,3,1,3,1,5,3,1,1,1,1,2,3,3,1,3,3,2,3,1,2,4,4,1,2,1,3,3,3,3,3,2,0,1,3,2.8,2.1,2.8,0.92,very high
United States,32.5,Male,0,phd,full-time,45e3,NA,NA,0,Small Town,Single,0,0,3,4,2,4,4,3,4,3,2,4,5,3,4,5,5,5,3,5,3,4,5,2,1,1,5,4,3,3,5,5,4,3,1,4,5,5,3,4,5,4,4,5,4,4,5,1,0,3.4,3.87,3.6,4.4,0.92,very high
United States,55,Female,1,ltuni,full-time,55e3,NA,0,0,Village,Divorced,1,1,3,3,3,2,2,3,1,3,3,1,1,2,2,1,3,1,1,1,1,3,3,1,1,3,1,2,2,3,3,2,1,2,1,2,3,3,3,2,3,1,3,4,4,4,4,1,0,2.6,1.8,2.1,3.8,0.92,very high
United States,45,Male,1,ma,full-time,87500,NA,3,0,Small Town,Divorced,0,0,2,3,3,2,3,2,1,5,2,3,2,3,3,3,3,3,3,5,1,3,4,2,3,1,4,2,4,3,4,4,3,3,4,3,4,4,4,4,2,4,3,4,4,3,4,1,1,2.6,2.8,3.3,3.6,0.92,very high
United States,45,Female,1,phd,full-time,15e4,NA,0,0,Village,Single,0,2,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,2,5,5,5,5,4,5,5,4,5,5,5,5,5,3,5,4,4,5,4,1,1,1,5,4.67,4.65,3.6,0.92,very high
United States,23,Female,0,ltuni,student,NA,NA,0,2,Small Town,Separated,0,0,4,3,3,2,2,3,4,4,4,3,3,4,4,2,3,4,5,4,4,3,4,2,3,5,3,4,3,4,4,3,3,2,3,3,4,3,3,5,3,4,3,4,4,4,2,1,1,2.8,3.6,3.4,3.4,0.92,very high
United States,45,Female,0,ma,full-time,55e3,NA,9,7,Village,Single,0,0,4,4,4,2,1,1,1,1,2,1,1,2,5,1,3,5,4,1,2,2,4,1,2,5,1,2,2,5,5,1,3,5,2,1,5,5,3,4,4,4,2,3,2,2,2,1,1,3,2.13,3.2,2.2,0.92,very high
United States,45,Male,0,dip,full-time,87500,NA,0,0,Large Town,Married,0,0,5,5,5,5,5,2,3,3,4,5,3,4,5,5,5,5,5,3,3,4,5,4,4,5,5,4,5,3,4,4,4,5,3,4,4,5,5,5,4,5,4,5,4,4,3,1,1,5,3.93,4.35,4,0.92,very high
United States,55,Male,1,ltuni,retired,67500,NA,0,0,Small Town,Married,0,0,4,2,2,2,2,1,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,4,2,2,3,2,2,4,2,2,2,3,4,4,4,4,0,0,2.4,1.8,2.25,3.8,0.92,very high
United States,45,Female,0,ltuni,full-time,55e3,NA,8,5,Village,Married,0,0,5,4,4,3,3,3,4,1,4,2,5,5,3,1,5,1,5,3,5,5,5,5,1,5,5,2,3,4,4,5,5,3,5,4,3,1,1,5,5,1,1,1,1,2,5,1,1,3.8,3.47,3.6,2,0.92,very high
United States,45,Female,0,ma,full-time,45e3,NA,10,0,Rural/Country,Married,0,0,2,2,2,1,1,2,1,3,3,1,1,1,2,1,3,4,2,2,1,2,2,1,1,3,2,2,1,3,2,1,1,2,2,3,2,2,2,2,2,3,5,4,5,5,5,0,0,1.6,1.93,1.95,4.8,0.92,very high
United States,32.5,Female,0,deg,full-time,35e3,NA,10,0,Large Town,Single,0,0,3,2,2,1,1,2,1,2,1,2,1,4,3,2,2,5,1,3,1,2,4,2,2,2,4,2,3,2,4,1,3,3,2,2,3,4,5,2,4,3,2,2,3,3,2,1,1,1.8,2.13,2.85,2.4,0.92,very high
United States,28,Male,0,ma,full-time,15e4,NA,7,6,Village,Single,0,0,5,4,3,2,2,1,1,5,2,2,3,4,4,2,3,2,1,2,1,2,4,2,3,3,3,1,4,3,4,2,3,5,1,3,4,4,4,3,4,3,2,2,2,1,2,1,1,3.2,2.33,3.15,1.8,0.92,very high
United States,28,Female,0,deg,full-time,15e4,NA,4,0,Village,Single,0,0,4,4,3,3,3,3,2,1,3,3,2,3,4,2,4,3,2,2,1,3,4,3,2,3,3,3,3,2,3,3,4,4,3,5,5,5,4,5,5,3,1,2,2,3,3,1,0,3.4,2.53,3.6,2.2,0.92,very high
United States,24,Female,0,deg,full-time,15e3,NA,1,6,Village,Single,0,0,2,3,3,2,2,1,1,2,1,2,1,1,3,1,1,3,1,4,1,2,3,2,2,1,4,3,3,3,4,1,5,3,1,1,3,4,3,2,3,2,3,3,4,3,4,1,0,2.4,1.67,2.65,3.4,0.92,very high
United States,32.5,Female,1,deg,full-time,45e3,NA,3,0,Village,Married,0,1,3,4,3,2,2,2,4,5,5,3,1,4,2,2,5,5,5,5,4,3,5,2,2,5,5,5,3,4,4,4,2,4,5,3,5,5,5,4,5,5,3,4,4,4,3,1,1,2.8,3.67,4.1,3.6,0.92,very high
United States,37.5,Male,0,phd,full-time,45e3,NA,7,0,Large Town,Single,0,0,5,4,4,4,4,4,4,4,5,4,3,5,4,4,4,4,5,3,5,5,5,3,4,5,3,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,2,3,2,2,2,1,1,4.2,4.2,4.3,2.2,0.92,very high
United States,37.5,Female,0,ltuni,student,15e3,NA,3,0,Village,Single,0,0,5,4,3,2,2,3,3,5,4,4,5,5,5,3,4,5,4,3,3,3,4,2,1,3,5,3,5,2,5,1,4,5,5,3,4,5,3,4,4,4,1,1,1,1,3,1,1,3.2,3.93,3.6,1.4,0.92,very high
United States,55,Female,0,deg,unemployed,87500,NA,1,0,Village,Single,0,0,3,2,2,2,3,1,1,3,3,3,3,2,2,3,3,1,1,4,2,3,2,2,1,1,2,1,2,2,3,2,3,3,3,3,3,4,2,3,2,2,4,4,3,3,2,1,0,2.4,2.33,2.3,3.2,0.92,very high
United States,24,Female,0,deg,student,1e4,NA,2,0,Village,Single,0,0,2,2,2,1,1,1,1,5,3,1,1,1,3,1,1,2,3,2,1,3,3,1,2,3,5,3,3,2,3,1,3,3,5,4,2,5,3,3,2,1,5,5,5,5,5,0,0,1.6,1.93,2.85,5,0.92,very high
United States,22,Female,0,dip,unemployed,1e4,NA,3,0,NA,Single,0,0,2,2,5,5,5,5,5,5,2,3,4,4,4,2,2,2,4,4,4,3,4,2,4,5,4,5,2,4,4,2,2,4,3,4,4,4,4,4,4,4,2,3,1,1,4,1,1,3.8,3.53,3.65,2.2,0.92,very high
United States,37.5,Male,1,deg,full-time,45e3,NA,14,0,Small Town,Married,0,1,3,3,2,1,1,4,1,3,1,1,5,3,2,2,3,3,1,3,1,3,2,2,2,1,3,3,3,2,2,2,5,2,4,4,2,3,3,2,2,3,5,5,5,5,2,0,0,2,2.4,2.6,4.4,0.92,very high
United States,37.5,Female,1,ma,student,87500,NA,0,0,Medium-Sized,Married,1,3,4,4,4,3,3,1,1,4,3,2,1,5,4,3,4,4,2,4,2,3,4,3,5,4,5,5,4,4,4,1,4,4,1,5,4,5,5,4,4,2,4,4,4,4,4,1,1,3.6,2.87,3.85,4,0.92,very high
